year,name,age,gender,worth,rank,source,industry,wealth_acquistion,country,wealth_status
2021,Kumar Birla,53,Family,12.8,168,commodities,Diversified,self_made,India,Increased
2021,Dang Yanbao,48,Family,12.7,169,coal,Metals & Mining,self_made,China,Increased
2021,Cyrus Poonawalla,79,Family,12.7,169,vaccines,Healthcare,self_made,India,Increased
2021,Robert Kuok,97,Family,12.6,171,"palm oil, shipping, property",Diversified,self_made,Malaysia,Decreased
2021,Hank & Doug Meijer,64,Family,12.6,171,supermarkets,Fashion & Retail,self_made,United States,Increased
2021,Jack Dorsey,44,Family,12.5,173,"Twitter, Square",Technology,self_made,United States,Increased
2021,Lu Zhongfang,78,Family,12.5,173,education,Automotive,self_made,China,Unchanged
2021,Ma Jianrong & family,57,Family,12.5,173,"textiles, apparel",Fashion & Retail,self_made,China,Unchanged
2021,Zhang Tao,48,Family,12.5,173,e-commerce,Fashion & Retail,self_made,China,Increased
2021,Nathan Blecharczyk,37,Family,12.4,177,Airbnb,Technology,self_made,United States,Increased
2021,John Doerr,69,Family,12.4,177,venture capital,Technology,self_made,United States,Increased
2021,Joe Gebbia,39,Family,12.4,177,Airbnb,Technology,self_made,United States,Increased
2021,Forrest Li,43,Family,12.4,177,gaming,Media & Entertainment,Inherited,Singapore,Unchanged
2021,Yu Renrong,55,Family,12.3,181,semiconductors,Manufacturing,Inherited,China,Unchanged
2021,Liu Yonghao & family,69,Family,12.1,182,agribusiness,Service,Inherited,China,Unchanged
2021,Gordon Moore,92,Family,12.1,182,Intel,Technology,Inherited,United States,Increased
2021,Jeff Yass,62,Family,12,184,"trading, investments",Finance & Investments,Inherited,United States,Unchanged
2021,Bobby Murphy,32,Family,11.9,185,Snapchat,Technology,No Info,United States,Increased
2021,Patrick Drahi,57,Family,11.8,186,telecom,Telecom,self_made,France,Increased
2021,Jensen Huang,64,Family,11.8,186,semiconductors,Technology,self_made,United States,Unchanged
2021,Alexander Otto,53,Family,11.8,186,real estate,Real Estate,No Info,Germany,Unchanged
2021,Cen Junda,56,Family,11.6,189,pharmaceuticals,Healthcare,self_made,China,Unchanged
2021,Joseph Tsai,57,Family,11.6,189,e-commerce,Technology,self_made,Canada,Increased
2021,Aliko Dangote,64,Family,11.5,191,"cement, sugar",Manufacturing,self_made,Nigeria,Decreased
2021,Marcel Herrmann Telles,71,Family,11.5,191,beer,Food & Beverage,self_made,Brazil,Decreased
2021,Mikhail Prokhorov,56,Family,11.4,193,investments,Finance & Investments,self_made,Russia,Increased
2021,Jorge Moll Filho & family,76,Family,11.3,194,hospitals,Healthcare,self_made,Brazil,Unchanged
2021,Viktor Rashnikov,72,Family,11.2,195,steel,Manufacturing,self_made,Russia,Increased
2021,Harry Triguboff,88,Family,11.2,195,real estate,Real Estate,Inherited,Australia,Increased
2021,Leonid Fedun & family,65,Family,11.1,197,oil,No Info,Inherited,Russia,Unchanged
2021,Eyal Ofer,70,Family,11.1,197,"real estate, shipping",Diversified,Inherited,Israel,Increased
2021,Evan Spiegel,30,Family,11.1,197,Snapchat,Technology,Inherited,United States,Increased
2021,Luis Carlos Sarmiento,88,Family,11,200,banking,Finance & Investments,No Info,Colombia,Decreased
2021,Andreas Struengmann & family,71,Family,11,200,pharmaceuticals,Healthcare,self_made,Germany,Unchanged
2021,Thomas Struengmann & family,71,Family,11,200,pharmaceuticals,Healthcare,No Info,Germany,Unchanged
2021,Rodolphe Saadé & family,51,Family,10.9,203,shipping,Logistics,Inherited,France,Unchanged
2021,Dilip Shanghvi,65,Family,10.9,203,pharmaceuticals,Healthcare,Inherited,India,Decreased
2021,Tom & Judy Love,64,Family,10.8,205,retail & gas stations,Fashion & Retail,Inherited,United States,Increased
2021,Anthony Pratt,61,Family,10.8,205,manufacturing,Manufacturing,Inherited,Australia,Increased
2021,Wang Laisheng,56,Family,10.8,205,electronics components,Technology,No Info,China,Increased
2021,Gianluigi & Rafaela Aponte,80,Family,10.7,208,Shipping,Logistics,No Info,Switzerland,Increased
2021,Wang Laichun,53,Family,10.7,208,electronics components,Technology,Inherited,China,Increased
2021,Chen Jianhua,50,Family,10.6,210,chemicals,Manufacturing,Inherited,China,Increased
2021,Leng Youbin,52,Family,10.6,210,infant formula,Food & Beverage,Inherited,China,Unchanged
2021,Charles Schwab,83,Family,10.6,210,discount brokerage,Finance & Investments,Inherited,United States,Increased
2021,Li Zhenguo & family,53,Family,10.5,213,solar wafers and modules,Manufacturing,Inherited,China,Unchanged
2021,Sunil Mittal & family,63,Family,10.5,213,telecom,Telecom,No Info,India,Unchanged
2021,Melker Schorling & family,73,Family,10.5,213,investments,Finance & Investments,No Info,Sweden,Unchanged
2021,Cai Kui,58,Family,10.4,216,real estate,Real Estate,No Info,China,Increased
2021,John Fredriksen,76,Family,10.4,216,shipping,Logistics,No Info,Cyprus,Increased
2021,Qi Shi & family,51,Family,10.4,216,financial information,Technology,No Info,China,Unchanged
2021,"Chase Coleman, III.",45,Family,10.3,219,investments,Finance & Investments,No Info,United States,Increased
2021,Hui Wing Mau,70,Family,10.3,219,real estate,Real Estate,No Info,Hong Kong,Increased
2021,"Edward Johnson, III.",90,Family,10.3,219,money management,No Info,No Info,United States,Increased
2021,Liu Hanyuan,57,Family,10.3,219,agribusiness,Food & Beverage,No Info,China,Increased
2021,Larry Xiangdong Chen,49,Family,10.2,223,education,No Info,No Info,China,Unchanged
2021,Philip Anschutz,81,Family,10.1,224,investments,Finance & Investments,No Info,United States,Decreased
2021,Dietmar Hopp & family,81,Family,10.1,224,software,Technology,No Info,Germany,Unchanged
2021,German Khan,59,Family,10.1,224,"oil, banking, telecom",Energy,No Info,Russia,Increased
2021,Li Ge,54,Family,10.1,224,pharmaceutical ingredients,Healthcare,No Info,United States,Increased
2021,Jay Chaudhry,61,Family,10,228,security software,Technology,No Info,United States,Unchanged
2021,Eric Wittouck,74,Family,10,228,investments,Finance & Investments,No Info,Belgium,Unchanged
2021,Carl Cook,58,Family,9.9,230,medical devices,Healthcare,No Info,United States,Increased
2021,Jan Koum,45,Family,9.9,230,WhatsApp,Technology,No Info,United States,Increased
2021,"Herbert Kohler, Jr. & family",82,Family,9.8,232,plumbing fixtures,Manufacturing,No Info,United States,Unchanged
2021,Tobi Lutke,40,Family,9.8,232,e-commerce,Technology,No Info,Canada,Increased
2021,James Dyson,74,Family,9.7,234,vacuums,Manufacturing,No Info,United Kingdom,Increased
2021,Mat Ishbia,41,Family,9.7,234,★,Finance & Investments,No Info,United States,Unchanged
2021,Savitri Jindal & family,71,Family,9.7,234,steel,Metals & Mining,No Info,India,Unchanged
2021,Friedhelm Loh,74,Family,9.7,234,manufacturing,Manufacturing,No Info,Germany,Increased
2021,Iskander Makhmudov,57,Family,9.7,234,"mining, metals, machinery",Metals & Mining,No Info,Russia,Increased
2021,Stefano Pessina,79,Family,9.7,234,drugstores,Fashion & Retail,No Info,Italy,Decreased
2021,Quek Leng Chan,79,Family,9.7,234,"banking, property",Diversified,No Info,Malaysia,Increased
2021,Israel Englander,72,Family,9.6,241,hedge funds,Finance & Investments,No Info,United States,Increased
2021,Charles Ergen,68,Family,9.6,241,satellite TV,Media & Entertainment,No Info,United States,Decreased
2021,Jim Pattison,92,Family,9.6,241,diversified,Diversified,No Info,Canada,Increased
2021,Yao Liangsong,56,Family,9.6,241,furniture,Manufacturing,No Info,China,Increased
2021,David Geffen,78,Family,9.5,245,"movies, record labels",Media & Entertainment,No Info,United States,Increased
2021,Yeung Kin-man,57,Family,9.5,245,electronics,Manufacturing,No Info,Hong Kong,Increased
2021,Ding Shizhong & family,50,Family,9.4,247,sports apparel,Fashion & Retail,No Info,China,Unchanged
2021,Harold Hamm & family,75,Family,9.4,247,oil & gas,Energy,No Info,United States,Unchanged
2021,Jim Kennedy,73,Family,9.4,247,"media, automotive",Media & Entertainment,No Info,United States,Decreased
2021,Blair Parry-Okeden,70,Family,9.4,247,"media, automotive",Media & Entertainment,No Info,United States,Decreased
2021,Ding Shijia,57,Family,9.3,251,sports apparel,Fashion & Retail,No Info,China,Increased
2021,Kim Beom-su,55,Family,9.3,251,online services,Technology,No Info,South Korea,Unchanged
2021,Ian & Richard Livingstone,64,Family,9.3,251,real estate,Real Estate,No Info,United Kingdom,Increased
2021,Sun Hongbin,58,Family,9.3,251,real estate,Real Estate,No Info,United States,Increased
2021,Alberto Bailleres Gonzalez & family,89,Family,9.2,255,mining,No Info,No Info,Mexico,Unchanged
2021,Lam Wai-ying,64,Family,9.1,256,smartphone screens,Manufacturing,No Info,Hong Kong,Unchanged
2021,Massimiliana Landini Aleotti & family,78,Family,9.1,256,pharmaceuticals,Healthcare,No Info,Italy,Unchanged
2021,Lu Xiangyang,58,Family,9.1,256,"automobiles, batteries",Automotive,No Info,China,Increased
2021,Wolfgang Marguerre & family,79,Family,9.1,256,pharmaceuticals,Healthcare,No Info,Germany,Unchanged
2021,David Sun,69,Family,9.1,256,computer hardware,Technology,No Info,United States,Increased
2021,John Tu,79,Family,9.1,256,computer hardware,Technology,No Info,United States,Increased
2021,Guillaume Pousaz,39,Family,9,262,fintech,Finance & Investments,No Info,Switzerland,Unchanged
2021,Viktor Vekselberg,64,Family,9,262,"metals, energy",Energy,No Info,Russia,Decreased
2021,Jerry Jones,78,Family,8.9,264,Dallas Cowboys,Sports,No Info,United States,Increased
2021,Michael Otto,78,Family,8.9,264,"retail, real estate",Fashion & Retail,No Info,Germany,Decreased
2021,Steven Rales,70,Family,8.9,264,manufacturing,Manufacturing,No Info,United States,Increased
2021,Sarath Ratanavadi,55,Family,8.9,264,energy,Energy,No Info,Thailand,Increased
2021,Tse Ping,69,Family,8.9,264,pharmaceuticals,Healthcare,No Info,China,Increased
2021,Chan Tan Ching-fen,64,Family,8.8,269,real estate,Real Estate,No Info,Hong Kong,Increased
2021,David Cheriton,70,Family,8.8,269,Google,Technology,No Info,Canada,Increased
2021,Xavier Niel,53,Family,8.8,269,"internet, telecom",Telecom,No Info,France,Increased
2021,August von Finck,91,Family,8.8,269,investments,No Info,No Info,Germany,Decreased
2021,Zong Qinghou,75,Family,8.8,269,beverages,Food & Beverage,No Info,China,Decreased
2021,Benu Gopal Bangur,89,Family,8.7,274,cement,Manufacturing,No Info,India,Increased
2021,Sam Bankman-Fried,29,Family,8.7,274,cryptocurrency,Finance & Investments,No Info,United States,Unchanged
2021,Cheng Xue,51,Family,8.7,274,soy sauce,Food & Beverage,No Info,China,Increased
2021,Graeme Hart,65,Family,8.7,274,investments,Finance & Investments,No Info,New Zealand,Decreased
2021,Kjeld Kirk Kristiansen,73,Family,8.7,274,Lego,Manufacturing,No Info,Denmark,Increased
2021,Sofie Kirk Kristiansen,45,Family,8.7,274,Lego,Manufacturing,No Info,Denmark,Increased
2021,Thomas Kirk Kristiansen,42,Family,8.7,274,Lego,Manufacturing,No Info,Denmark,Increased
2021,Lin Bin,53,Family,8.7,274,smartphones,Technology,No Info,United States,Unchanged
2021,Liu Jincheng & family,56,Family,8.7,274,lithium batteries,Technology,No Info,China,Unchanged
2021,Shigenobu Nagamori,76,Family,8.7,274,motors,Manufacturing,No Info,Japan,Increased
2021,Carlos Alberto Sicupira & family,73,Family,8.7,274,beer,Food & Beverage,No Info,Brazil,Unchanged
2021,Agnete Kirk Thinggaard,37,Family,8.7,274,Lego,Manufacturing,No Info,Denmark,Increased
2021,Anthony von Mandl,64,Family,8.7,274,alcoholic beverages,Food & Beverage,No Info,Canada,Unchanged
2021,Xu Shihui,63,Family,8.7,274,"snacks, beverages",Food & Beverage,No Info,China,Decreased
2021,Ernesto Bertarelli,55,Family,8.6,288,"biotech, investments",Healthcare,No Info,Switzerland,Decreased
2021,Leon Black,69,Family,8.6,288,private equity,Finance & Investments,No Info,United States,Increased
2021,Azim Premji,75,Family,8.6,288,software services,Technology,No Info,India,Decreased
2021,Andrei Skoch & family,55,Family,8.6,288,steel,Metals & Mining,No Info,Russia,Unchanged
2021,George Soros,90,Family,8.6,288,hedge funds,Finance & Investments,No Info,United States,Increased
2021,Zheng Shuliang & family,75,Family,8.6,288,aluminum products,Metals & Mining,No Info,China,Unchanged
2021,Marc Benioff,56,Family,8.4,294,business software,Technology,No Info,United States,Increased
2021,Kuldip Singh & Gurbachan Singh Dhingra,64,Family,8.4,294,paints,No Info,No Info,India,Increased
2021,Ann Walton Kroenke,72,Family,8.4,294,Walmart,Fashion & Retail,No Info,United States,Increased
2021,Bubba Cathy,67,Family,8.3,297,Chick-fil-A,Food & Beverage,No Info,United States,Increased
2021,Dan Cathy,68,Family,8.3,297,Chick-fil-A,Food & Beverage,No Info,United States,Increased
2021,Jay Y. Lee,52,Family,8.3,297,Samsung,Diversified,No Info,South Korea,Increased
2021,Pan Dong,56,Family,8.3,297,consumer goods,Fashion & Retail,No Info,Canada,Unchanged
2021,Hasso Plattner & family,77,Family,8.3,297,software,Technology,No Info,Germany,Unchanged
2021,Nassef Sawiris,60,Family,8.3,297,"construction, investments",Construction & Engineering,No Info,Egypt,Increased
2021,Kushal Pal Singh,89,Family,8.3,297,real estate,Real Estate,No Info,India,Increased
2021,Stanley Kroenke,73,Family,8.2,304,"sports, real estate",Sports,No Info,United States,Decreased
2021,Niels Peter Louis-Hansen,73,Family,8.2,304,medical devices,Healthcare,No Info,Denmark,Increased
2021,Alain Merieux & family,83,Family,8.2,304,pharmaceuticals,Healthcare,self_made,France,Unchanged
2021,Andreas von Bechtolsheim & family,65,Family,8.2,304,Google,Technology,self_made,Germany,Unchanged
2021,Diane Hendricks,74,Family,8,308,roofing,Construction & Engineering,self_made,United States,Increased
2021,Shahid Khan,70,Family,8,308,auto parts,Automotive,self_made,United States,Increased
2021,Nicky Oppenheimer & family,75,Family,8,308,diamonds,Metals & Mining,self_made,South Africa,Unchanged
2021,Anthony Bamford & family,75,Family,7.9,311,construction equipment,Construction & Engineering,No Info,United Kingdom,Unchanged
2021,Andrew Beal,68,Family,7.9,311,"banks, real estate",Finance & Investments,self_made,United States,Decreased
2021,Dmitry Bukhman,35,Family,7.9,311,online games,No Info,self_made,Russia,Unchanged
2021,Igor Bukhman,39,Family,7.9,311,online games,Media & Entertainment,self_made,Russia,Unchanged
2021,Takahisa Takahara,59,Family,7.9,311,personal care goods,Fashion & Retail,self_made,Japan,Unchanged
2021,Kei Hoi Pang,55,Family,7.8,316,real estate,Real Estate,self_made,China,Increased
2021,Alexei Kuzmichev,58,Family,7.8,316,"oil, banking, telecom",Energy,self_made,Russia,Increased
2021,John Malone,80,Family,7.8,316,cable television,Media & Entertainment,self_made,United States,Decreased
2021,Marijke Mars,56,Family,7.8,316,"candy, pet food",Food & Beverage,self_made,United States,Increased
2021,Pamela Mars,60,Family,7.8,316,"candy, pet food",Food & Beverage,self_made,United States,Increased
2021,Valerie Mars,62,Family,7.8,316,"candy, pet food",Food & Beverage,Inherited,United States,Increased
2021,Victoria Mars,64,Family,7.8,316,"candy, pet food",Food & Beverage,Inherited,United States,Increased
2021,Giorgio Armani,86,Family,7.7,323,luxury goods,Fashion & Retail,Inherited,Italy,Decreased
2021,Frederik Paulsen,70,Family,7.7,323,health care,Healthcare,Inherited,Sweden,Increased
2021,David Reuben,82,Family,7.7,323,"investments, real estate",Real Estate,Inherited,United Kingdom,Unchanged
2021,Simon Reuben,80,Family,7.7,323,"real estate, investments",Diversified,Inherited,United Kingdom,Unchanged
2021,Alexander Abramov,62,Family,7.6,327,"steel, mining",Metals & Mining,Inherited,Russia,Increased
2021,Rinat Akhmetov,54,Family,7.6,327,"steel, coal",Metals & Mining,Inherited,Ukraine,Increased
2021,Silvio Berlusconi & family,84,Family,7.6,327,media,Diversified,No Info,Italy,Unchanged
2021,John Grayken,64,Family,7.6,327,private equity,Finance & Investments,self_made,Ireland,Increased
2021,David Green & family,79,Family,7.6,327,retail,Fashion & Retail,self_made,United States,Unchanged
2021,George Roberts,77,Family,7.6,327,private equity,Finance & Investments,self_made,United States,Increased
2021,Zhao Yan,54,Family,7.6,327,biotech,Diversified,self_made,China,Increased
2021,Nancy Walton Laurie,69,Family,7.5,334,Walmart,Fashion & Retail,self_made,United States,Increased
2021,Pei Zhenhua,62,Family,7.5,334,batteries,Energy,self_made,China,Unchanged
2021,Ruan Liping,57,Family,7.5,334,power strips,Manufacturing,self_made,Hong Kong,Unchanged
2021,Ruan Xueping,49,Family,7.5,334,power strip,Manufacturing,self_made,Hong Kong,Unchanged
2021,Patrick Soon-Shiong,68,Family,7.5,334,pharmaceuticals,Healthcare,self_made,United States,Decreased
2021,Antonia Ax:son Johnson & family,77,Family,7.4,339,diversified,Diversified,self_made,Sweden,Unchanged
2021,"Ernest Garcia, III.",39,Family,7.4,339,used cars,Automotive,self_made,United States,Unchanged
2021,George Lucas,76,Family,7.4,339,Star Wars,Media & Entertainment,self_made,United States,Increased
2021,Vicky Safra,68,Family,7.4,339,banking,Finance & Investments,self_made,Greece,Unchanged
2021,Zhang Jindong,58,Family,7.4,339,appliance retailer,No Info,self_made,China,Increased
2021,Laurent Dassault,67,Family,7.3,344,diversified,Diversified,self_made,France,Unchanged
2021,Thierry Dassault,64,Family,7.3,344,diversified,Diversified,No Info,France,Unchanged
2021,Marie-Hélène Habert,56,Family,7.3,344,diversified,No Info,Inherited,France,Unchanged
2021,Henry Kravis,77,Family,7.3,344,private equity,Finance & Investments,self_made,United States,Increased
2021,Lai Meisong,50,Family,7.3,344,package delivery,Logistics,self_made,China,Increased
2021,Sandra Ortega Mera,52,Family,7.3,344,Zara,Fashion & Retail,self_made,Spain,Increased
2021,Pham Nhat Vuong,52,Family,7.3,344,diversified,Diversified,Inherited,Vietnam,Increased
2021,David Shaw,70,Family,7.3,344,hedge funds,Finance & Investments,Inherited,United States,Increased
2021,Rocco Commisso,71,Family,7.2,352,telecom,Telecom,No Info,United States,Increased
2021,Michael Kadoorie,79,Family,7.2,352,"hotels, energy",Energy,Inherited,Hong Kong,Decreased
2021,Bernard Marcus,91,Family,7.2,352,Home Depot,Fashion & Retail,Inherited,United States,Increased
2021,Manuel Villar,71,Family,7.2,352,real estate,Real Estate,No Info,Philippines,Increased
2021,Christy Walton,72,Family,7.2,352,Walmart,Fashion & Retail,Inherited,United States,Decreased
2021,Wang Zhenhua,59,Family,7.2,352,real estate,Real Estate,Inherited,China,Increased
2021,Carl Bennet,69,Family,7.1,358,investments,Finance & Investments,Inherited,Sweden,Increased
2021,Rahel Blocher,45,Family,7.1,358,chemicals,Manufacturing,Inherited,Switzerland,Increased
2021,Johann Graf,74,Family,7.1,358,gambling,Gambling & Casinos,No Info,Austria,Decreased
2021,Ralph Lauren,81,Family,7.1,358,apparel,Fashion & Retail,self_made,United States,Increased
2021,Li Hua,43,Family,7.1,358,financial services,Finance & Investments,self_made,China,Unchanged
2021,Magdalena Martullo-Blocher,52,Family,7.1,358,chemicals,Manufacturing,self_made,Switzerland,Increased
2021,Stewart and Lynda Resnick,64,Family,7.1,358,"agriculture, water",No Info,self_made,United States,Increased
2021,Johann Rupert & family,70,Family,7.1,358,luxury goods,Fashion & Retail,self_made,South Africa,Unchanged
2021,Safra siblings,64,Family,7.1,358,banking,Finance & Investments,self_made,Brazil,Unchanged
2021,Anthony Wood,55,Family,7.1,358,Roku,Technology,self_made,United States,Unchanged
2021,Gang Ye,40,Family,7.1,358,gaming,Media & Entertainment,self_made,Singapore,Unchanged
2021,Igor Altushkin,50,Family,7,369,metals,Metals & Mining,self_made,Russia,Increased
2021,Bajaj brothers,64,Family,7,369,diversified,Diversified,Inherited,India,Increased
2021,Juan Francisco Beckmann Vidal & family,81,Family,7,369,tequila,No Info,Inherited,Mexico,Unchanged
2021,Alexandre Behring,54,Family,7,369,investments,Finance & Investments,Inherited,Brazil,Unchanged
2021,Vincent Bolloré & family,69,Family,7,369,investments,Finance & Investments,Inherited,France,Unchanged
2021,Gustaf Douglas,83,Family,7,369,investments,Diversified,No Info,Sweden,Increased
2021,Terry Gou,70,Family,7,369,electronics,Technology,No Info,Taiwan,Decreased
2021,"Paul Tudor Jones, II.",66,Family,7,369,hedge funds,Finance & Investments,Inherited,United States,Increased
2021,Richard Kinder,76,Family,7,369,pipelines,Energy,Inherited,United States,Increased
2021,Ludwig Merckle,56,Family,7,369,pharmaceuticals,Finance & Investments,Inherited,Germany,Increased
2021,Stephen Ross,80,Family,7,369,real estate,Real Estate,Inherited,United States,Decreased
2021,Eli Broad,64,Family,6.9,380,investments,No Info,self_made,United States,Decreased
2021,Jim Davis & family,77,Family,6.9,380,New Balance,Manufacturing,self_made,United States,Unchanged
2021,Guo Guangchang,54,Family,6.9,380,conglomerate,Diversified,self_made,China,Decreased
2021,Robert Kraft,79,Family,6.9,380,New England Patriots,Sports,self_made,United States,Increased
2021,Murali Divi & family,70,Family,6.8,384,pharmaceuticals,Healthcare,No Info,India,Unchanged
2021,Huang Chulong,62,Family,6.8,384,real estate,Real Estate,self_made,Canada,Increased
2021,Li Jianquan & family,64,Family,6.8,384,consumer products,Healthcare,self_made,Hong Kong,Unchanged
2021,Shi Yonghong & family,52,Family,6.8,384,restaurants,Food & Beverage,self_made,China,Unchanged
2021,Wee Cho Yaw,92,Family,6.8,384,banking,Finance & Investments,self_made,Singapore,Increased
2021,Erich Wesjohann & family,75,Family,6.8,384,poultry genetics,Food & Beverage,self_made,Germany,Unchanged
2021,Aloys Wobben,69,Family,6.8,384,wind turbines,Energy,self_made,Germany,Increased
2021,Micky Arison,71,Family,6.7,391,Carnival Cruises,Service,self_made,United States,Decreased
2021,Jean-Michel Besnier,53,Family,6.7,391,cheese,Food & Beverage,self_made,France,Increased
2021,Marie Besnier Beauvalot,40,Family,6.7,391,cheese,Food & Beverage,self_made,France,Increased
2021,Kwon Hyuk-bin,47,Family,6.7,391,online games,Technology,self_made,South Korea,Unchanged
2021,Li Haiyan,64,Family,6.7,391,restaurants,Food & Beverage,Inherited,China,Unchanged
2021,Fredrik Lundberg,69,Family,6.7,391,"real estate, investments",Real Estate,Inherited,Sweden,Increased
2021,Hiroshi Mikitani,56,Family,6.7,391,online retail,Fashion & Retail,Inherited,Japan,Increased
2021,Dmitry Rybolovlev,54,Family,6.7,391,fertilizer,Manufacturing,Inherited,Russia,Decreased
2021,Reinhold Schmieding,66,Family,6.7,391,medical devices,Healthcare,Inherited,United States,Increased
2021,Francis Choi,73,Family,6.6,400,real estate,Real Estate,Inherited,Hong Kong,Increased
2021,Bruce Kovner,76,Family,6.6,400,hedge funds,Finance & Investments,Inherited,United States,Increased
2021,Wang Wenjing,56,Family,6.6,400,business software,Technology,Inherited,China,Increased
2021,Zeng Fangqin,55,Family,6.6,400,smartphone components,Technology,Inherited,China,Increased
2021,Brian Armstrong,38,Family,6.5,404,cryptocurrency,Finance & Investments,Inherited,United States,Unchanged
2021,Chu Mang Yee & family,61,Family,6.5,404,real estate,Real Estate,self_made,China,Unchanged
2021,Denise Coates,53,Family,6.5,404,online gambling,Gambling & Casinos,self_made,United Kingdom,Increased
2021,Gopikishan Damani,63,Family,6.5,404,"retail, investments",Fashion & Retail,self_made,India,Unchanged
2021,James Goodnight,78,Family,6.5,404,software,Technology,self_made,United States,Decreased
2021,Antti Herlin,64,Family,6.5,404,"elevators, escalators",Manufacturing,self_made,Finland,Increased
2021,Liu Yongxing,72,Family,6.5,404,diversified,Service,self_made,China,Decreased
2021,Sri Prakash Lohia,68,Family,6.5,404,petrochemicals,Manufacturing,No Info,Indonesia,Decreased
2021,John Overdeck,51,Family,6.5,404,hedge funds,Finance & Investments,Inherited,United States,Increased
2021,Prajogo Pangestu,76,Family,6.5,404,petrochemicals,Diversified,Inherited,Indonesia,Increased
2021,Horst Julius Pudwill,76,Family,6.5,404,manufacturing,Manufacturing,Inherited,Germany,Increased
2021,David Siegel,86,Family,6.5,404,hedge funds,Finance & Investments,Inherited,United States,Increased
2021,Ronda Stryker,67,Family,6.5,404,medical equipment,Healthcare,No Info,United States,Increased
2021,Georg Stumpf,48,Family,6.5,404,"real estate, construction",Diversified,self_made,Austria,Increased
2021,Pauline MacMillan Keinath,87,Family,6.4,418,Cargill,Food & Beverage,self_made,United States,Decreased
2021,Wang Yusuo & family,57,Family,6.4,418,natural gas distribution,Energy,self_made,China,Unchanged
2021,Dennis Washington,86,Family,6.4,418,"construction, mining",Logistics,self_made,United States,Increased
2021,Rahul Bajaj,82,Family,6.3,421,diversified,No Info,self_made,India,Increased
2021,Ashwin Dani & family,78,Family,6.3,421,paints,Manufacturing,self_made,India,Unchanged
2021,Andreas Halvorsen,60,Family,6.3,421,hedge funds,Finance & Investments,self_made,Norway,Increased
2021,Andrei Kozitsyn,60,Family,6.3,421,metals,Metals & Mining,self_made,Russia,Increased
2021,Axel Oberwelland,54,Family,6.3,421,candy,No Info,self_made,Germany,Increased
2021,Shi Yuzhu,58,Family,6.3,421,"online games, investments",Diversified,self_made,China,Increased
2021,Tsai Eng-meng,64,Family,6.3,421,"food, beverages",Food & Beverage,self_made,Taiwan,Unchanged
2021,Murat Ulker,62,Family,6.3,421,food,Food & Beverage,self_made,Turkey,Increased
2021,Wang Junlin,58,Family,6.3,421,liquor,Food & Beverage,self_made,China,Unchanged
2021,Wang Ning & family,34,Family,6.3,421,toys,Media & Entertainment,self_made,China,Unchanged
2021,You Xiaoping,63,Family,6.3,421,"chemicals, spandex",Manufacturing,self_made,China,Increased
2021,Arthur Blank,78,Family,6.2,432,Home Depot,Sports,self_made,United States,Increased
2021,James Chambers,64,Family,6.2,432,"media, automotive",Media & Entertainment,Inherited,United States,Decreased
2021,Jiang Bin,54,Family,6.2,432,acoustic components,Technology,Inherited,China,Increased
2021,Jason Jiang,48,Family,6.2,432,advertising,Media & Entertainment,Inherited,China,Decreased
2021,Mitchell Rales,64,Family,6.2,432,"manufacturing, investments",Manufacturing,Inherited,United States,Increased
2021,Katharine Rayner,76,Family,6.2,432,"media, automotive",Media & Entertainment,Inherited,United States,Decreased
2021,Margaretta Taylor,79,Family,6.2,432,"media, automotive",Media & Entertainment,Inherited,United States,Decreased
2021,Stef Wertheimer & family,94,Family,6.2,432,metalworking tools,Manufacturing,Inherited,Israel,Unchanged
2021,Mike Adenuga,68,Family,6.1,440,"telecom, oil",Diversified,Inherited,Nigeria,Increased
2021,Charles Dolan & family,94,Family,6.1,440,cable television,Media & Entertainment,Inherited,United States,Unchanged
2021,Marcos Galperin,64,Family,6.1,440,e-commerce,Technology,Inherited,Argentina,Increased
2021,Huang Li,57,Family,6.1,440,imaging systems,Technology,self_made,China,Increased
2021,Law Kar Po,72,Family,6.1,440,real estate,Real Estate,self_made,Hong Kong,Increased
2021,Li Wa,55,Family,6.1,440,real estate,Real Estate,Inherited,Hong Kong,Increased
2021,Idan Ofer,65,Family,6.1,440,"drilling, shipping",Diversified,self_made,Israel,Increased
2021,Qian Dongqi & family,63,Family,6.1,440,household appliances,Manufacturing,self_made,China,Unchanged
2021,Odd Reitan & family,69,Family,6.1,440,"retail, real estate",Fashion & Retail,self_made,Norway,Unchanged
2021,Henry Samueli,66,Family,6.1,440,semiconductors,Technology,No Info,United States,Increased
2021,Les Wexner & family,83,Family,6.1,440,retail,Fashion & Retail,Inherited,United States,Unchanged
2021,Dannine Avara,57,Family,6,451,pipelines,Energy,Inherited,United States,Increased
2021,Juergen Blickle,74,Family,6,451,auto parts,Manufacturing,No Info,Germany,Increased
2021,Robert Brockman,79,Family,6,451,Software,Technology,self_made,United States,Unchanged
2021,Mong-Koo Chung,83,Family,6,451,Hyundai,Automotive,self_made,South Korea,Unchanged
2021,Dulce Pugliese de Godoy Bueno,73,Family,6,451,"hospitals, health care",Healthcare,self_made,Brazil,Increased
2021,Daniel Dines,49,Family,6,451,software,Technology,self_made,Romania,Unchanged
2021,Scott Duncan,38,Family,6,451,pipelines,Energy,No Info,United States,Increased
